Age,Annual_Income,CIBIL_Score,Home_Ownership,Employment_Length,Loan_Intent,Loan_Amount,Loan_Status,Outstanding_Debts,Average_Monthly_Expenditure,Frequency_of_Card_Usage,Bill_Payment_Timeliness,Late_Payment_Penalties,Number_of_Missed_Payments,ATM_Withdrawal_Frequency,Preferred_Payment_Method,Insurance_Coverage,Financial_Literacy_Level,Number_of_Credit_Cards_Owned,Number_of_Bank_Accounts,Risk_Appetite,Savings_Habits,Venmo Visa Credit Card,Synchrony Premier World Mastercard,CareCredit Credit Card,PayPal Cashback World Mastercard,Ashley Advantage Credit Card,Synchrony HOME Credit Card,Synchrony Car Care Credit Card,Verizon Visa Card
34,2527084,838,Rent,31,Education,987682,Defaulted,207526,68452,37,Late,0,2,11,Cash,1,Low,1,6,Medium,Poor,1,1,0,0,0,0,0,0
42,1781568,389,Rent,15,Personal,729607,Paid,194827,51557,43,Late,1,1,1,Cash,0,Low,4,9,High,Average,0,0,0,0,0,0,0,0
41,866770,858,Rent,30,Home,665969,Paid,473908,6598,1,On Time,1,4,6,Cash,1,Medium,1,8,Medium,Poor,0,0,0,0,0,0,0,0
39,1009334,339,Own,4,Credit Card,258507,Defaulted,422482,66445,35,On Time,1,5,16,Credit Card,1,High,1,7,Medium,Average,0,0,0,1,0,1,0,1
30,2958298,880,Own,12,Home,193694,Paid,152015,6969,27,Late,0,7,17,UPI,1,Medium,4,5,High,Good,0,1,0,0,0,0,0,0
34,409807,459,Rent,7,Home,469595,Defaulted,61220,29211,19,Late,0,8,18,Debit Card,0,Low,4,8,High,Good,0,0,1,0,0,0,0,0
31,271629,399,Own,10,Credit Card,827578,Defaulted,287165,75931,41,Late,0,9,16,UPI,1,Medium,4,2,Low,Average,1,0,1,0,0,1,0,0
51,641569,807,Own,2,Car,800163,Paid,347797,43150,24,On Time,0,9,16,Debit Card,0,Low,4,6,High,Good,0,0,0,0,0,0,1,0
43,2722270,600,Own,32,Home,438442,Defaulted,495977,129585,30,Late,0,7,6,Debit Card,1,Medium,1,9,Low,Average,0,0,0,0,1,1,0,0
36,2320270,543,Own,3,Car,257830,Paid,469597,20203,8,Late,1,4,0,UPI,1,Low,2,3,Medium,Good,0,0,0,0,0,0,0,0
43,2957528,635,Own,21,Car,312620,Defaulted,132977,89425,28,Late,1,9,4,Cash,1,Low,2,9,Low,Good,0,0,0,0,0,1,0,0
20,2598573,805,Own,33,Personal,643177,Paid,236902,57332,33,On Time,1,3,8,Cash,1,High,3,3,Low,Poor,1,1,0,0,0,1,0,0
19,1752384,679,Own,34,Education,192529,Defaulted,60489,109216,10,On Time,0,6,17,Credit Card,1,High,1,4,Low,Average,0,0,0,0,0,1,0,0
45,1945620,848,Own,16,Credit Card,858194,Paid,344428,127465,45,On Time,0,7,1,Debit Card,1,Medium,2,9,Medium,Good,0,1,0,0,0,1,0,0
19,414298,442,Rent,31,Credit Card,682148,Paid,17335,21331,25,Late,0,1,7,Cash,0,Low,4,2,Low,Poor,0,0,1,0,0,0,0,0
39,2674743,630,Rent,25,Credit Card,168820,Paid,416144,74148,10,On Time,0,3,2,UPI,1,Medium,4,9,Low,Good,0,0,0,0,0,0,0,0
24,811446,799,Rent,14,Education,235635,Paid,499075,118020,21,Late,0,7,7,UPI,0,Medium,2,4,Low,Average,0,0,0,0,0,0,0,0
21,1918138,564,Own,31,Credit Card,141063,Defaulted,303672,37437,35,On Time,0,5,11,Cash,1,High,1,9,Medium,Average,1,0,0,0,0,0,0,0
66,1592866,381,Own,3,Home,523521,Defaulted,24915,69553,35,Late,0,6,15,Credit Card,0,High,1,6,Medium,Good,0,0,0,1,1,1,0,1
55,1214807,436,Rent,29,Credit Card,682796,Defaulted,480069,97022,18,On Time,0,8,10,Debit Card,1,Medium,1,6,High,Good,0,0,0,0,0,0,0,0
56,2220029,340,Own,18,Personal,437436,Defaulted,185617,122153,21,On Time,1,8,11,Cash,1,Low,1,5,Low,Average,0,0,0,0,0,1,0,0
37,2153074,335,Own,16,Car,840081,Paid,185876,133991,38,Late,0,0,2,UPI,0,High,1,9,High,Average,0,0,0,0,0,1,0,0
23,391425,876,Own,16,Car,502310,Defaulted,48020,21230,46,Late,0,4,8,UPI,1,Medium,4,6,High,Average,1,0,0,0,0,0,1,0
26,684845,332,Own,11,Personal,391937,Defaulted,5608,100801,25,On Time,0,9,14,UPI,0,Medium,2,6,Low,Poor,0,0,0,0,0,1,0,0
69,2159419,876,Own,14,Education,320898,Defaulted,276587,65512,3,Late,0,6,5,Credit Card,0,Low,3,8,Medium,Average,0,0,0,0,0,1,0,0
48,373876,737,Rent,28,Education,685328,Defaulted,456953,24135,19,Late,0,0,16,Debit Card,0,High,4,8,Medium,Average,0,0,0,0,0,0,0,0
43,663960,422,Own,10,Credit Card,118738,Defaulted,79300,119305,27,Late,1,4,4,UPI,0,Medium,1,2,Medium,Average,0,0,0,0,0,1,0,0
53,2555679,682,Own,26,Credit Card,482306,Defaulted,467801,7630,49,Late,0,1,3,Credit Card,0,Medium,2,7,Medium,Average,0,0,0,1,0,0,0,1
43,1297591,630,Own,13,Home,560351,Paid,164040,146955,26,On Time,0,9,2,Cash,0,Low,3,8,Medium,Good,0,0,0,0,1,1,0,0
45,545843,475,Rent,14,Car,802226,Paid,153765,67311,20,On Time,1,7,2,Credit Card,1,Low,1,4,Medium,Average,0,0,0,1,0,0,0,1
22,1589440,752,Own,12,Credit Card,150000,Paid,262989,141838,12,On Time,1,4,3,UPI,0,Low,2,7,Low,Average,0,0,0,0,0,1,0,0
68,2492115,373,Own,33,Personal,654006,Paid,214673,31439,19,On Time,1,9,3,UPI,0,Low,1,8,Medium,Good,0,0,0,0,0,0,0,0
27,2591269,455,Rent,4,Education,303156,Paid,278497,33079,10,On Time,1,1,1,Debit Card,0,Medium,1,3,Medium,Average,0,0,0,0,0,0,0,0
35,1532811,827,Own,5,Credit Card,80673,Defaulted,42769,139072,33,Late,1,9,17,UPI,1,Medium,2,3,Low,Poor,0,1,0,0,0,1,0,0
32,2179062,325,Own,28,Education,762923,Defaulted,350414,23709,38,On Time,1,5,17,UPI,0,High,4,4,High,Poor,1,0,0,0,0,0,0,0
50,2432255,353,Own,32,Car,256140,Defaulted,41659,133784,23,Late,1,9,14,UPI,0,Low,3,7,Low,Good,0,0,0,0,0,1,1,0
22,784356,505,Own,23,Home,547625,Defaulted,50254,60900,46,Late,0,8,8,Credit Card,0,High,1,1,Low,Average,1,0,0,1,1,1,0,1
54,2533970,492,Own,28,Education,520631,Paid,481417,92496,28,Late,1,9,13,Credit Card,1,Low,2,6,Medium,Average,0,0,0,1,0,1,0,1
57,2860568,328,Rent,32,Education,436993,Defaulted,187660,121824,1,Late,1,9,2,Debit Card,0,Low,4,9,Medium,Average,0,0,0,0,0,0,0,0
39,2127357,567,Own,1,Credit Card,901881,Paid,95394,118900,43,Late,0,0,18,Credit Card,0,Medium,4,8,Low,Poor,0,0,0,1,0,1,0,1
39,1102161,368,Own,33,Credit Card,349607,Paid,354283,62072,14,Late,0,4,18,UPI,0,Low,4,9,Low,Good,0,0,0,0,0,1,0,0
39,2072615,331,Own,29,Car,802477,Paid,430896,98513,32,On Time,0,1,13,Credit Card,0,High,3,5,Medium,Good,0,0,0,1,0,1,1,1
69,441053,565,Rent,17,Home,781809,Paid,49956,126077,4,Late,0,2,4,Debit Card,0,Medium,2,4,Low,Poor,0,0,1,0,0,0,0,0
32,1454625,432,Rent,21,Credit Card,165767,Paid,286891,39787,39,On Time,0,7,8,Cash,1,Medium,3,3,Medium,Good,1,0,0,0,0,0,0,0
34,2036745,582,Own,2,Home,348079,Paid,152098,31447,42,On Time,1,0,15,UPI,0,High,4,2,Low,Good,1,0,0,0,1,0,0,0
68,1476465,466,Own,15,Home,597630,Paid,267231,53644,3,On Time,0,1,13,UPI,0,Medium,3,8,High,Good,0,0,0,0,1,1,0,0
62,657475,315,Own,9,Credit Card,434786,Defaulted,325181,17400,17,On Time,1,4,15,Credit Card,1,Medium,1,5,High,Poor,0,0,0,1,0,0,0,1
45,1497090,549,Own,14,Education,860218,Paid,119205,69424,16,On Time,1,9,5,Credit Card,1,High,2,2,High,Good,0,0,0,1,0,1,0,1
39,1239927,762,Rent,11,Personal,499729,Defaulted,423418,51698,21,Late,0,9,15,Debit Card,0,Medium,3,2,Low,Poor,0,1,0,0,0,0,0,0
38,2517787,882,Rent,11,Car,411764,Defaulted,338608,129567,26,On Time,1,3,0,Credit Card,0,Medium,2,7,Medium,Poor,0,1,0,1,0,0,0,1
59,324565,509,Rent,14,Home,364765,Defaulted,44232,50005,4,On Time,0,4,4,Debit Card,1,Low,1,1,Medium,Poor,0,0,1,0,0,0,0,0
34,2195040,798,Own,26,Education,907480,Defaulted,329036,96460,10,On Time,1,7,6,Credit Card,1,Medium,4,4,High,Poor,0,0,0,0,0,1,0,0
22,2206632,894,Own,19,Home,684844,Defaulted,482656,35715,32,Late,1,8,3,Credit Card,0,High,4,4,Low,Average,1,1,0,1,1,0,0,1
35,382305,508,Own,6,Credit Card,462050,Defaulted,469541,42373,13,Late,1,8,4,Credit Card,0,Medium,1,7,Medium,Average,0,0,1,0,0,0,0,1
34,582407,825,Rent,25,Car,725665,Defaulted,103624,148467,37,Late,0,2,6,Debit Card,1,Low,4,3,High,Good,1,0,0,0,0,0,1,0
21,975392,596,Own,26,Car,712442,Paid,332748,108845,34,On Time,1,7,5,Debit Card,1,Low,3,4,High,Poor,1,0,0,0,0,1,0,0
24,1477407,885,Own,13,Education,915318,Defaulted,42629,133672,35,Late,1,1,0,UPI,0,High,3,3,High,Average,1,1,0,0,0,1,0,0
42,1250430,772,Own,12,Home,180865,Paid,499848,66499,18,On Time,1,7,18,Debit Card,1,Medium,1,1,High,Poor,0,0,0,0,0,1,0,0
54,1292480,471,Own,13,Education,266619,Paid,280951,82581,32,Late,1,4,5,Cash,0,Low,1,4,Low,Average,0,0,0,0,0,1,0,0
57,1008866,571,Own,19,Credit Card,779517,Defaulted,289851,134185,46,On Time,0,8,10,Credit Card,1,High,1,4,High,Poor,0,0,0,1,0,1,0,1
57,2335260,425,Rent,31,Personal,623916,Paid,175620,140883,9,Late,0,1,16,Debit Card,1,High,1,8,Low,Poor,0,0,0,0,0,0,0,0
60,2944720,835,Rent,1,Credit Card,92579,Paid,386670,108769,11,Late,1,4,16,Debit Card,0,Low,1,7,Low,Average,0,0,0,0,0,0,0,0
26,2900347,576,Rent,15,Home,981117,Paid,116430,95878,40,On Time,0,9,0,Cash,1,Medium,1,3,Medium,Poor,1,0,0,0,0,0,0,0
36,1787840,804,Own,17,Personal,284192,Defaulted,261856,5725,10,On Time,1,1,15,Credit Card,0,Low,3,1,Low,Average,0,0,0,0,0,0,0,0
68,511427,781,Rent,32,Personal,892878,Defaulted,414104,32116,5,On Time,0,5,13,Credit Card,0,Medium,2,8,Low,Average,0,0,0,0,0,0,0,0
26,2670700,711,Rent,32,Personal,706933,Defaulted,185324,126905,15,On Time,0,7,1,Cash,1,Medium,1,3,High,Average,0,0,0,0,0,0,0,0
40,1960159,734,Own,28,Credit Card,338624,Paid,74389,54288,40,On Time,1,5,2,Debit Card,1,Medium,2,3,High,Average,0,0,0,0,0,1,0,0
48,468301,462,Rent,24,Home,140026,Defaulted,276149,140598,34,Late,0,4,19,Cash,1,High,1,9,High,Poor,0,0,1,0,0,0,0,0
49,624086,565,Own,31,Personal,436822,Paid,334488,39054,24,On Time,1,5,19,Debit Card,0,High,4,8,High,Good,0,0,0,0,0,0,0,0
69,2378733,617,Own,9,Education,845883,Defaulted,329691,82541,41,On Time,1,5,19,Credit Card,0,High,3,6,Low,Good,0,0,0,1,0,1,0,1
48,1367770,397,Own,12,Personal,864704,Defaulted,206794,69800,34,On Time,0,1,10,Cash,0,Medium,1,2,Low,Average,0,0,0,0,0,1,0,0
34,970851,899,Rent,2,Credit Card,833903,Defaulted,150194,81318,13,Late,0,2,6,UPI,0,Medium,2,9,Medium,Good,0,0,0,0,0,0,0,0
65,637443,419,Rent,22,Education,203143,Defaulted,291172,103738,44,On Time,1,9,16,UPI,1,Low,4,2,Low,Good,0,0,0,0,0,0,0,0
56,2122120,861,Own,25,Home,686749,Paid,445728,40759,37,Late,1,2,4,Credit Card,1,Medium,4,2,High,Poor,0,1,0,1,1,0,0,1
39,1728001,340,Own,4,Home,193267,Defaulted,181612,95576,45,Late,1,8,0,Debit Card,1,Low,2,6,Low,Average,0,0,0,0,0,1,0,0
52,573673,346,Rent,16,Credit Card,771162,Defaulted,79231,60756,6,On Time,1,2,6,Cash,0,Low,1,4,High,Good,0,0,0,0,0,0,0,0
47,2788646,788,Rent,28,Personal,824761,Defaulted,215114,103430,31,Late,0,4,16,Cash,0,Medium,2,7,High,Average,0,1,0,0,0,0,0,0
68,2037684,815,Rent,31,Home,302192,Defaulted,470752,107831,5,Late,0,2,16,UPI,0,Low,1,3,Medium,Good,0,0,0,0,0,0,0,0
57,612077,812,Rent,33,Car,560129,Paid,209977,98622,2,Late,1,9,9,Cash,0,Low,3,8,Low,Average,0,0,0,0,0,0,1,0
54,2444084,566,Rent,30,Personal,635743,Defaulted,422337,77411,9,On Time,0,9,11,Cash,1,Low,1,4,Medium,Average,0,0,0,0,0,0,0,0
43,529944,411,Own,11,Education,552082,Defaulted,466846,105725,4,On Time,1,8,14,Cash,0,Low,1,5,High,Poor,0,0,0,0,0,1,0,0
23,887100,310,Rent,20,Credit Card,697642,Paid,233438,142074,46,On Time,0,5,7,Credit Card,1,High,3,8,Low,Poor,1,0,0,1,0,0,0,1
51,584622,313,Rent,21,Credit Card,847609,Paid,395836,78738,19,On Time,0,8,9,Credit Card,0,Low,3,6,Medium,Good,0,0,0,1,0,0,0,1
49,2429193,780,Own,29,Education,428236,Paid,45395,72410,4,On Time,1,3,17,Cash,0,Medium,3,5,High,Good,0,0,0,0,0,1,0,0
42,2297752,642,Own,19,Personal,167769,Defaulted,142883,69738,34,Late,1,5,17,Credit Card,0,Low,1,8,Medium,Average,0,0,0,1,0,1,0,1
68,2203303,372,Own,21,Education,700502,Paid,148442,47261,4,On Time,0,4,11,UPI,0,High,4,6,Low,Average,0,0,0,0,0,0,0,0
30,1008757,360,Rent,1,Education,951561,Paid,124413,28028,10,Late,0,3,1,Debit Card,0,Medium,2,3,Medium,Average,0,0,0,0,0,0,0,0
55,1654500,579,Own,6,Car,847243,Paid,428050,25943,48,On Time,1,4,5,Credit Card,1,Low,1,2,High,Good,0,0,0,1,0,0,0,1
55,690052,326,Rent,32,Education,459107,Paid,71079,70562,12,Late,1,9,4,Credit Card,0,Low,3,7,Low,Poor,0,0,0,0,0,0,0,1
19,2576461,590,Own,27,Credit Card,274595,Defaulted,24659,122822,19,Late,0,3,18,UPI,0,Medium,2,1,Medium,Good,0,0,0,0,0,1,0,0
22,2560730,321,Own,27,Home,357645,Paid,19022,72216,20,On Time,0,0,13,UPI,0,High,3,2,High,Good,0,0,0,0,1,1,0,0
28,2312004,822,Own,5,Personal,725401,Defaulted,428712,22181,30,Late,0,4,10,Debit Card,1,Low,2,5,Low,Average,0,1,0,0,0,0,0,0
28,2989618,754,Own,30,Home,466805,Paid,328796,42635,10,Late,0,3,8,Debit Card,0,Low,4,6,Medium,Good,0,0,0,0,1,0,0,0
41,2978104,485,Rent,9,Education,845267,Defaulted,216368,132046,6,Late,1,9,17,Credit Card,0,Medium,4,8,Low,Good,0,0,0,0,0,0,0,0
31,1439211,784,Own,18,Education,376711,Paid,324629,66876,37,Late,1,0,16,UPI,1,Low,4,9,Medium,Poor,1,1,0,0,0,1,0,0
62,1447886,375,Own,5,Car,501728,Paid,119566,128010,5,Late,0,5,8,Debit Card,0,High,4,7,Low,Poor,0,0,0,0,0,1,1,0
47,1113218,431,Rent,33,Credit Card,291705,Defaulted,90379,66748,2,Late,1,7,8,Cash,1,High,1,3,High,Average,0,0,0,0,0,0,0,0
57,2127936,792,Own,7,Personal,433068,Paid,230824,112414,31,Late,0,5,1,Debit Card,1,Low,4,5,Low,Good,0,1,0,0,0,1,0,0
64,1793239,493,Rent,5,Education,878384,Defaulted,7577,140343,25,Late,1,5,1,UPI,1,Low,2,1,Low,Good,0,0,0,0,0,0,0,0
61,2747052,666,Own,24,Credit Card,985099,Paid,117231,30985,17,On Time,0,9,14,UPI,0,Low,1,9,High,Poor,0,0,0,0,0,0,0,0
52,2681229,620,Rent,14,Home,154345,Paid,489526,132929,8,Late,1,5,18,Debit Card,1,Medium,4,7,Low,Average,0,0,0,0,0,0,0,0
38,2687785,445,Own,21,Personal,137924,Defaulted,176927,83689,8,Late,1,2,11,UPI,0,Low,3,6,High,Poor,0,0,0,0,0,1,0,0
22,857337,653,Rent,3,Personal,933569,Defaulted,325482,93968,6,Late,1,2,7,UPI,0,Medium,3,5,Low,Poor,0,0,0,0,0,0,0,0
55,2147149,798,Own,8,Car,227488,Defaulted,357166,73483,3,On Time,1,3,4,Credit Card,0,High,4,4,Low,Average,0,0,0,0,0,1,0,0
19,2505229,664,Rent,21,Credit Card,471612,Defaulted,416743,141592,2,On Time,0,1,15,Credit Card,1,Low,1,9,High,Poor,0,0,0,0,0,0,0,0
57,246828,595,Rent,17,Personal,843855,Defaulted,361593,59222,32,Late,1,7,14,UPI,0,High,2,7,High,Poor,0,0,1,0,0,0,0,0
54,1058045,467,Own,23,Home,955453,Defaulted,25667,32732,11,Late,1,2,17,Credit Card,1,Low,2,8,Medium,Good,0,0,0,0,1,0,0,1
66,777015,478,Rent,34,Home,771581,Paid,150214,131978,31,On Time,1,3,19,UPI,1,Medium,1,9,Medium,Average,0,0,0,0,0,0,0,0
51,327634,532,Own,2,Education,975597,Defaulted,289749,64259,11,On Time,1,8,9,Cash,1,Medium,2,1,High,Average,0,0,1,0,0,1,0,0
28,723091,692,Rent,17,Education,512852,Defaulted,295203,75686,11,On Time,1,5,9,Cash,0,Medium,2,6,Medium,Poor,0,0,0,0,0,0,0,0
53,2602731,556,Rent,24,Home,166168,Paid,289364,52525,9,Late,1,1,17,UPI,1,Medium,2,9,High,Good,0,0,0,0,0,0,0,0
28,272150,631,Rent,19,Credit Card,89311,Paid,74714,110792,48,On Time,1,3,1,Debit Card,1,Low,3,3,Low,Average,1,0,0,0,0,0,0,0
26,657569,437,Own,24,Credit Card,96525,Paid,109759,148314,12,Late,0,7,17,UPI,0,High,1,7,High,Poor,0,0,0,0,0,1,0,0
23,1705603,710,Own,12,Home,150007,Paid,139945,131001,46,On Time,0,9,8,Cash,1,Low,3,8,Medium,Poor,1,0,0,0,0,1,0,0
51,562087,702,Rent,13,Home,121653,Paid,376651,74135,42,Late,1,2,7,Debit Card,1,High,1,3,Low,Good,0,0,0,0,0,0,0,0
64,2698814,523,Own,29,Education,629340,Defaulted,16961,149672,6,On Time,1,9,1,Cash,0,Low,1,9,Medium,Good,0,0,0,0,0,1,0,0
54,1875984,321,Rent,27,Home,215863,Defaulted,306501,99589,16,Late,0,9,3,Debit Card,0,Medium,2,4,Medium,Average,0,0,0,0,0,0,0,0
49,844825,886,Own,29,Education,750861,Defaulted,360370,67995,16,On Time,1,9,15,UPI,0,Medium,4,4,High,Good,0,0,0,0,0,1,0,0
29,447725,571,Own,32,Education,164484,Defaulted,319143,111363,9,Late,0,0,14,UPI,0,High,3,6,Medium,Good,0,0,1,0,0,1,0,0
62,2747811,457,Own,17,Education,686428,Paid,239060,14604,32,On Time,1,7,6,Debit Card,0,Medium,4,1,Low,Poor,0,0,0,0,0,0,0,0
49,996371,694,Own,27,Car,232075,Paid,439973,101017,6,Late,0,4,16,Credit Card,1,Low,4,8,Low,Poor,0,0,0,0,0,1,1,0
34,370482,364,Own,8,Credit Card,660260,Defaulted,114340,125058,17,On Time,1,9,10,Debit Card,0,Low,1,6,Low,Poor,0,0,1,0,0,1,0,0
21,2230482,305,Own,13,Home,192384,Defaulted,185412,65229,43,On Time,0,0,9,Cash,1,High,2,2,High,Average,1,0,0,0,0,1,0,0
59,1167127,888,Own,4,Car,436086,Defaulted,43751,29679,25,Late,1,1,9,Cash,0,High,3,5,High,Good,0,1,0,0,0,0,1,0
50,1704653,390,Own,34,Education,748921,Defaulted,435577,145632,7,Late,1,5,0,UPI,1,Medium,4,4,High,Poor,0,0,0,0,0,1,0,0
60,2917993,790,Own,6,Car,810310,Paid,42905,143286,40,On Time,0,5,7,UPI,0,Low,1,7,Medium,Poor,0,1,0,0,0,1,1,0
65,2270643,590,Own,0,Car,202116,Paid,318861,81295,30,Late,1,0,3,Cash,1,High,4,6,High,Poor,0,0,0,0,0,1,0,0
60,2076106,416,Own,34,Credit Card,408658,Paid,198841,38674,15,On Time,1,3,19,Credit Card,0,Low,1,3,Medium,Average,0,0,0,0,0,0,0,1
26,1816919,524,Own,1,Personal,608706,Defaulted,442405,95239,18,Late,0,8,16,Debit Card,1,Low,2,2,High,Average,0,0,0,0,0,1,0,0
51,2970608,614,Own,3,Education,973258,Defaulted,211214,29621,35,Late,1,9,2,Debit Card,1,High,3,4,Medium,Poor,0,0,0,0,0,0,0,0
56,1798390,683,Own,9,Car,519847,Defaulted,216354,20980,49,On Time,0,0,17,Debit Card,0,Medium,2,2,Medium,Good,0,0,0,0,0,0,1,0
68,2938501,825,Rent,34,Home,418145,Paid,259433,87002,20,On Time,0,5,0,Credit Card,1,Low,4,1,Low,Good,0,0,0,1,0,0,0,1
47,1213410,487,Rent,33,Personal,50548,Defaulted,150352,143147,16,On Time,0,8,16,Cash,1,Medium,2,1,Low,Poor,0,0,0,0,0,0,0,0
67,254571,789,Rent,31,Personal,160883,Defaulted,223359,8166,35,Late,1,4,0,Cash,1,High,4,7,High,Average,0,0,0,0,0,0,0,0
37,414691,384,Own,20,Car,346111,Defaulted,315498,48906,48,On Time,0,6,5,Debit Card,0,Low,3,8,Low,Average,0,0,1,0,0,0,0,0
56,859470,685,Rent,20,Personal,466473,Defaulted,348991,22740,22,On Time,0,9,16,Cash,1,High,3,1,Low,Average,0,0,0,0,0,0,0,0
40,2476669,419,Own,22,Personal,792384,Defaulted,202115,65331,28,On Time,0,1,5,Credit Card,0,High,2,4,Medium,Good,0,0,0,1,0,1,0,1
58,1946779,624,Rent,14,Car,830318,Defaulted,380226,72424,43,Late,0,7,1,Cash,1,Medium,1,8,High,Average,0,0,0,0,0,0,0,0
61,2328049,442,Own,0,Credit Card,80799,Defaulted,283787,38555,47,Late,1,8,14,Cash,0,Low,2,5,Low,Poor,0,0,0,0,0,0,0,0
52,2007821,605,Rent,28,Home,549145,Defaulted,412629,43957,36,Late,1,7,15,Credit Card,1,Low,4,1,High,Poor,0,0,0,1,0,0,0,1
40,1390156,773,Own,29,Education,790855,Paid,50101,97405,33,On Time,0,7,7,Debit Card,1,Medium,3,1,Low,Good,0,1,0,0,0,1,0,0
65,2589662,325,Rent,18,Credit Card,565456,Defaulted,245837,12377,35,Late,0,9,16,Debit Card,0,Low,3,4,Medium,Good,0,0,0,0,0,0,0,0
56,2952004,541,Rent,32,Education,148488,Defaulted,62094,141699,44,On Time,1,9,19,UPI,1,High,3,4,High,Average,0,0,0,0,0,0,0,0
40,1824402,641,Rent,23,Car,300952,Defaulted,323736,145120,15,Late,1,1,2,UPI,1,High,3,5,High,Average,0,0,0,0,0,0,0,0
54,601799,574,Rent,5,Education,72074,Defaulted,354730,72065,16,Late,0,2,7,Cash,0,Medium,3,4,Medium,Good,0,0,0,0,0,0,0,0
40,2098636,848,Rent,9,Credit Card,891764,Defaulted,455962,83130,20,Late,1,7,11,UPI,0,Low,2,1,High,Average,0,0,0,0,0,0,0,0
56,2128208,520,Own,17,Home,709981,Paid,295719,41752,35,On Time,1,5,11,Cash,0,Medium,1,2,Medium,Average,0,0,0,0,1,0,0,0
45,1837919,427,Own,6,Credit Card,222636,Defaulted,424427,85084,19,Late,0,2,3,Credit Card,0,High,3,4,Low,Poor,0,0,0,1,0,1,0,1
36,1301693,731,Rent,9,Personal,806225,Paid,401375,139706,4,Late,1,3,4,Credit Card,0,High,1,4,Medium,Poor,0,0,0,0,0,0,0,0
66,285128,762,Rent,27,Personal,875602,Paid,484232,30784,7,On Time,1,7,1,UPI,0,Medium,3,6,Low,Average,0,0,0,0,0,0,0,0
65,917418,555,Own,33,Credit Card,891905,Paid,457089,94879,46,On Time,0,7,17,Cash,0,Low,2,7,High,Good,0,0,0,0,0,1,0,0
47,1749473,541,Rent,33,Personal,658538,Defaulted,308103,137272,33,On Time,0,5,1,UPI,0,Medium,3,4,Medium,Poor,0,0,0,0,0,0,0,0
38,1928492,419,Own,26,Credit Card,310357,Defaulted,302512,6837,18,On Time,0,7,9,Debit Card,1,Medium,4,5,Low,Good,0,0,0,0,0,0,0,0
41,1491008,305,Rent,2,Credit Card,199028,Defaulted,11063,125019,44,On Time,0,7,16,Credit Card,1,Medium,3,8,Medium,Good,0,0,0,1,0,0,0,1
38,2611175,803,Rent,6,Home,238124,Paid,334627,141500,10,On Time,1,7,4,UPI,1,Low,2,7,Medium,Average,0,0,0,0,0,0,0,0
43,1727221,791,Rent,14,Home,84924,Paid,439005,7539,4,Late,0,1,12,Cash,1,Low,2,6,Low,Average,0,0,0,0,0,0,0,0
68,1789023,891,Rent,34,Home,425820,Defaulted,306385,43854,4,On Time,1,9,9,Cash,1,Medium,3,1,Low,Good,0,0,0,0,0,0,0,0
67,1662653,410,Rent,0,Personal,147551,Paid,27986,105265,43,Late,0,2,18,Debit Card,1,High,2,3,Medium,Average,0,0,0,0,0,0,0,0
68,1079970,567,Own,13,Personal,470532,Defaulted,33556,27110,30,On Time,0,1,12,Credit Card,1,Low,2,7,High,Average,0,0,0,1,0,0,0,1
53,2179636,695,Rent,25,Education,556110,Defaulted,128944,41011,19,On Time,0,5,9,Credit Card,1,High,2,5,Low,Good,0,0,0,1,0,0,0,1
43,1056688,862,Rent,21,Credit Card,124095,Paid,231948,45142,35,Late,0,3,15,Credit Card,1,Low,4,5,High,Good,0,1,0,1,0,0,0,1
50,2380785,347,Rent,19,Credit Card,808912,Paid,102647,78778,42,Late,0,3,1,Debit Card,0,Medium,2,9,Medium,Poor,0,0,0,0,0,0,0,0
53,331002,789,Own,34,Home,701735,Defaulted,351675,74281,28,On Time,1,7,18,Credit Card,0,High,1,7,Medium,Average,0,0,0,1,1,1,0,1
21,2680603,404,Rent,15,Personal,188826,Defaulted,51337,123825,33,On Time,1,0,11,Credit Card,0,Medium,2,1,Medium,Poor,1,0,0,1,0,0,0,1
26,235280,369,Rent,5,Home,57318,Paid,217738,19999,19,On Time,0,9,19,Debit Card,1,Medium,1,4,High,Average,0,0,1,0,0,0,0,0
25,1156950,660,Rent,21,Personal,626174,Paid,451524,38654,16,Late,1,6,6,Debit Card,0,High,1,8,High,Good,0,0,0,0,0,0,0,0
19,825270,300,Rent,6,Personal,278302,Paid,183694,99741,30,Late,1,1,0,Cash,0,Medium,3,5,Low,Good,0,0,0,0,0,0,0,0
46,757337,874,Own,30,Credit Card,409733,Defaulted,297955,94354,29,On Time,0,6,7,Credit Card,1,Medium,2,3,Low,Good,0,0,0,1,0,1,0,1
40,413421,358,Rent,16,Personal,385543,Defaulted,70954,106559,11,Late,1,4,9,Credit Card,1,Medium,1,3,High,Good,0,0,1,0,0,0,0,1
23,1914756,345,Own,15,Personal,577053,Defaulted,180047,126947,36,Late,0,6,16,UPI,0,High,4,2,Medium,Average,1,0,0,0,0,1,0,0
60,1441945,379,Rent,13,Credit Card,654560,Defaulted,238147,117528,37,On Time,1,0,8,UPI,1,High,2,2,Low,Poor,0,0,0,0,0,0,0,0
53,1526725,722,Rent,8,Education,294025,Paid,328187,32277,3,On Time,1,9,18,Credit Card,1,Medium,1,8,High,Poor,0,0,0,0,0,0,0,0
